listing_id,host_id,host_since,city,neighbourhood,property_type,room_type,price_per_night,minimum_nights,number_of_reviews,last_review_date,review_score,availability_365,instant_bookable,host_is_superhost,cancellation_policy,description
2574,4061,2018-04-26,Eldoret,Kilimani,Loft,Hotel room,22172,14,110,2024-06-01,,339,Y,1,flexible,Spacious apartment with great view!!!
2575,4083,2024-06-20,Nairobi,Westlands,Condo,Entire home/apt,7258$,,36,2017-08-10,4.9,327,No,True,,Modern loft -- newly renovated
2576,3134,2023-11-03,Nairobi,Parklands,House,Private room,14076,5,2,,4.36,299,No,No,,"Quiet neighborhood, perfect for families"
2577,4595,2016-02-19,Eldoret,Parklands,Bungalow,Hotel room,20514,three,12,2019-08-14,3.69,285,No,0,super_strict_30,Spacious apartment with great view!!!
2578,3956,2020-09-10,Kisumu,Langata,House,Hotel room,9316,seven,161,2018-10-15,4.03,34,0,False,Strict ,Cozy place near city center
2579,2560,2023-08-24,Eldoret,Milimani,House,Hotel room,9056$,,263,2015-05-30,4.32,20,No,1,moderate,Spacious apartment with great view!!!
2580,2324,2021-01-19,Nairobi,Langata,Condo,Shared room,"KES 17,725",7,82,2021-05-04,4.3,110,Y,N,moderate,Affordable stay $$$
2581,2266,2024-05-13,Nakuru,Langata,Loft,Entire home/apt,7430,2,264,2024-10-09,3.55,318,True,Y,strict,Spacious apartment with great view!!!
2582,3169,2023-04-14,Mombasa,Langata,Villa,Entire home/apt,13133,14,218,,4.93,347,True,0,Strict ,
2583,4218,2024-11-28,Nakuru,Langata,Apartment,Hotel room,24884,three,145,2023-06-20,3.91,144,1,No,,Affordable stay $$$
2584,4638,2020-11-26,Nakuru,Parklands,Villa,Hotel room,5012,7,297,2020-06-24,3.52,11,True,No,,Modern loft -- newly renovated
2585,1749,2015-06-04,Nairobi,Parklands,Loft,Hotel room,7566,1,296,2018-07-06,3.61,243,1,1,Strict ,Affordable stay $$$
2586,4427,2022-06-04,Eldoret,Karen,Villa,Private room,14707,three,160,2017-08-23,4.37,145,False,False,super_strict_30,
2587,1684,2018-10-11,Kisumu,Karen,Bungalow,Hotel room,21606,seven,228,2022-12-13,,238,True,False,strict,
2588,2927,2024-10-29,Nakuru,Kilimani,Bungalow,Shared room,"KES 15,822",1,233,2021-03-22,2.4,91,True,0,Flexible,
2589,4804,2023-08-05,Eldoret,Langata,Condo,Entire home/apt,"KES 23,532",three,88,2023-03-22,3.56,315,Y,N,strict,Spacious apartment with great view!!!
2590,4702,2021-12-06,Kisumu,Parklands,House,Shared room,3560,,214,,3.1,322,N,No,flexible,Luxury villa with pool & gym access
2591,3356,2016-06-20,Nakuru,Westlands,Loft,Hotel room,15513,2,96,,,114,False,Y,super_strict_30,Luxury villa with pool & gym access
2592,1694,2021-09-12,Kisumu,CBD,Loft,Private room,20918,5,212,2019-03-19,4.43,14,True,Yes,Flexible,Cozy place near city center
2593,3335,2019-03-24,Eldoret,Kilimani,Villa,Hotel room,"KES 3,887",2,99,,,271,Yes,1,Flexible,Cozy place near city center
2594,1306,2016-09-23,Mombasa,Parklands,Condo,Hotel room,24892,2,144,,3.67,21,Yes,Yes,,"Quiet neighborhood, perfect for families"
2595,4883,2016-10-26,Eldoret,Westlands,Villa,Hotel room,9531,,9,2016-05-12,,117,1,0,moderate,Affordable stay $$$
2596,4665,2017-01-10,Nairobi,Langata,Villa,Hotel room,3299,3,43,,,94,1,1,flexible,Affordable stay $$$
2597,2989,2024-04-28,Kisumu,Nyali,Loft,Hotel room,22291,three,250,2025-11-24,,256,False,N,strict,Luxury villa with pool & gym access
2598,3961,2022-10-08,Mombasa,Langata,Villa,Entire home/apt,4280,5,226,,3.97,330,1,False,moderate,Cozy place near city center
2599,4794,2023-08-25,Kisumu,Karen,House,Shared room,2627$,30,248,2020-07-21,4.13,261,Yes,False,Strict ,"Quiet neighborhood, perfect for families"
2600,1661,2022-01-02,Kisumu,CBD,Villa,Private room,8865,,168,,,86,N,True,super_strict_30,Affordable stay $$$
2601,1548,2024-01-27,Nakuru,Parklands,House,Hotel room,16135$,3,129,2020-06-18,3.74,317,False,True,strict,"Quiet neighborhood, perfect for families"
2602,4423,2025-02-14,Nairobi,Parklands,Loft,Private room,9111,,18,,4.26,57,No,No,Strict ,Affordable stay $$$
2603,1311,2016-11-09,Kisumu,Milimani,Condo,Entire home/apt,"KES 14,146",3,234,2019-09-09,3.63,229,No,N,Flexible,Spacious apartment with great view!!!
2604,3920,2023-02-01,Eldoret,CBD,Bungalow,Shared room,"KES 9,035",2,0,2018-04-30,3.57,107,Yes,Yes,,Cozy place near city center
2605,2082,2019-11-28,Eldoret,Milimani,House,Hotel room,16004$,14,129,,4.28,18,False,0,strict,Luxury villa with pool & gym access
2606,4714,2015-06-28,Nakuru,CBD,Condo,Entire home/apt,10864,14,26,2023-01-27,3.87,364,1,Yes,moderate,Modern loft -- newly renovated
2607,3971,2019-08-10,Nairobi,Karen,Condo,Entire home/apt,4308,1,1,2022-08-03,3.64,140,Y,Yes,flexible,"Quiet neighborhood, perfect for families"
2608,2737,2019-02-01,Nairobi,Milimani,House,Shared room,"KES 14,555",30,249,2018-08-13,4.14,159,No,No,moderate,Spacious apartment with great view!!!
2609,1754,2022-08-02,Eldoret,Westlands,Loft,Hotel room,5797$,5,221,2019-03-03,4.87,99,True,False,super_strict_30,"Quiet neighborhood, perfect for families"
2610,1034,2023-01-26,Mombasa,Milimani,Apartment,Shared room,12709,3,137,2016-11-10,,264,1,N,,Affordable stay $$$
2611,1444,2017-08-30,Nakuru,Kilimani,Condo,Shared room,22443$,three,274,,4.59,237,Yes,No,super_strict_30,Spacious apartment with great view!!!
2612,3140,2025-11-15,Nakuru,Westlands,Condo,Private room,1948,2,140,2017-04-17,4.72,237,Yes,1,strict,
2613,2982,2019-12-25,Eldoret,Kilimani,Loft,Private room,6508,seven,255,2025-09-04,4.81,48,True,N,moderate,Luxury villa with pool & gym access
2614,2230,2021-11-05,Eldoret,Langata,Loft,Shared room,22777,three,94,2020-10-28,4.96,164,N,No,flexible,Affordable stay $$$
2615,1352,2018-03-13,Mombasa,CBD,Villa,Private room,"KES 18,677",three,172,2020-04-17,4.3,286,True,0,Flexible,Spacious apartment with great view!!!
2616,1902,2023-06-09,Mombasa,Westlands,Loft,Entire home/apt,18320,3,56,2025-07-01,4.41,58,Y,No,super_strict_30,Modern loft -- newly renovated
2617,2355,2023-05-25,Nairobi,CBD,Condo,Shared room,7512,5,101,2023-05-17,,182,N,No,flexible,Cozy place near city center
2618,4888,2023-10-16,Nakuru,Langata,House,Hotel room,23753$,2,168,2024-07-23,4.05,146,0,1,Strict ,Cozy place near city center
2619,3909,2020-01-13,Nakuru,Nyali,Apartment,Hotel room,3120,2,69,2016-11-03,3.77,300,N,N,strict,"Quiet neighborhood, perfect for families"
2620,2748,2017-08-16,Eldoret,Parklands,Villa,Entire home/apt,15084,5,48,2024-04-20,4.53,95,1,True,flexible,"Quiet neighborhood, perfect for families"
2621,1158,2020-12-27,Nairobi,CBD,House,Hotel room,22192,14,4,2018-07-25,,42,1,False,strict,Modern loft -- newly renovated
2622,2977,2017-09-06,Nakuru,Langata,Apartment,Hotel room,2448,7,201,2016-09-07,4.99,353,True,True,Strict ,Spacious apartment with great view!!!
2623,1956,2018-06-21,Nairobi,CBD,Apartment,Shared room,21828,1,201,2015-01-23,4.2,256,1,Y,flexible,"Quiet neighborhood, perfect for families"
2624,3071,2025-10-30,Nairobi,Langata,Apartment,Entire home/apt,10819,,178,2017-02-07,4.59,212,False,No,,Luxury villa with pool & gym access
2625,1403,2024-01-26,Eldoret,Kilimani,Bungalow,Shared room,18075,1,56,,4.24,188,Yes,Yes,flexible,
2626,3852,2023-10-18,Nairobi,Langata,House,Entire home/apt,13704,14,185,,4.15,130,Y,False,Flexible,
2627,1515,2020-04-05,Mombasa,Milimani,Villa,Shared room,"KES 13,452",3,91,2016-01-23,4.12,346,No,No,Strict ,Cozy place near city center
2628,3779,2025-02-19,Mombasa,Nyali,Villa,Shared room,19287,3,291,,4.26,299,N,False,,"Quiet neighborhood, perfect for families"
2629,2387,2024-05-13,Kisumu,CBD,Apartment,Private room,19874,30,226,2016-10-02,,288,True,No,,"Quiet neighborhood, perfect for families"
2630,4453,2017-03-05,Eldoret,Langata,House,Hotel room,2604,1,111,,4.05,136,0,Yes,moderate,Cozy place near city center
2631,3579,2019-02-15,Kisumu,Langata,Bungalow,Entire home/apt,2048,1,147,2024-11-27,,29,1,True,flexible,Affordable stay $$$
2632,1955,2022-08-10,Mombasa,CBD,Apartment,Hotel room,13140,,268,2022-01-19,4.62,145,True,0,Flexible,Cozy place near city center
2633,3199,2025-08-15,Kisumu,Parklands,Loft,Private room,23645,3,202,,4.81,311,Y,True,flexible,
2634,4633,2021-05-25,Eldoret,Nyali,Villa,Entire home/apt,9403,three,55,,4.82,104,Y,1,Flexible,Spacious apartment with great view!!!
2635,2712,2019-12-10,Eldoret,Nyali,Condo,Private room,19668,1,,2025-03-22,2.7,286,Yes,Y,,"Quiet neighborhood, perfect for families"
2636,3994,2020-03-06,Nairobi,Langata,Apartment,Hotel room,12113,,184,2021-07-21,4.84,190,Y,0,super_strict_30,Luxury villa with pool & gym access
2637,1607,2023-08-18,Nakuru,Westlands,Loft,Shared room,18688,5,53,2019-02-13,4.01,177,No,False,,Cozy place near city center
2638,4688,2018-02-28,Nairobi,Kilimani,Villa,Private room,10490,seven,36,2019-07-10,3.96,344,Y,Yes,moderate,"Quiet neighborhood, perfect for families"
2639,3467,2023-09-23,Eldoret,Nyali,Bungalow,Private room,12967,5,210,2021-04-17,4.59,238,N,True,flexible,
2640,2273,2019-04-14,Mombasa,Nyali,House,Shared room,24715$,,292,2022-05-24,3.96,0,False,Yes,Strict ,Luxury villa with pool & gym access
2641,4188,2020-08-21,Mombasa,Karen,Villa,Hotel room,24801,three,269,2021-08-24,3.58,109,Y,Y,strict,Spacious apartment with great view!!!
2642,3913,2020-11-30,Nairobi,Milimani,House,Private room,5738,30,219,,4.06,337,Yes,True,Strict ,
2643,2535,2019-09-11,Eldoret,Nyali,House,Hotel room,21144,3,227,2018-02-20,4.2,274,0,N,moderate,Modern loft -- newly renovated
2644,4811,2025-11-01,Mombasa,Kilimani,Bungalow,Shared room,5867,30,210,,3.99,233,0,N,super_strict_30,Affordable stay $$$
2645,3625,2016-10-25,Eldoret,Milimani,Bungalow,Entire home/apt,7151,30,297,2016-06-02,4.44,63,Yes,No,super_strict_30,Modern loft -- newly renovated
2646,3382,2024-02-28,Mombasa,Milimani,Apartment,Private room,17704,,0,2021-08-02,4.49,243,N,0,super_strict_30,Cozy place near city center
2647,2441,2017-03-28,Eldoret,CBD,Apartment,Hotel room,21255,3,22,2019-04-18,4.6,52,N,1,Flexible,
2648,3979,2023-12-26,Kisumu,CBD,Villa,Shared room,3593,2,283,2023-08-29,4.7,261,Yes,Y,Strict ,Spacious apartment with great view!!!
2649,2797,2021-10-12,Eldoret,CBD,Bungalow,Shared room,5501,seven,187,2021-10-13,3.3,16,Yes,N,strict,Modern loft -- newly renovated
2650,1294,2016-07-20,Eldoret,CBD,Loft,Private room,"KES 24,440",1,17,2024-01-20,3.75,301,Yes,Yes,,Spacious apartment with great view!!!
2651,1754,2024-10-15,Nairobi,Karen,Villa,Entire home/apt,9310,30,48,2021-11-27,3.98,233,Yes,True,,Luxury villa with pool & gym access
2652,2394,2017-10-21,Kisumu,Nyali,Condo,Private room,12772,5,46,2020-04-23,3.3,72,True,Yes,strict,Cozy place near city center
2653,1185,2015-08-02,Nakuru,CBD,House,Hotel room,6054,2,114,2015-01-11,4.1,356,N,Yes,,Modern loft -- newly renovated
2654,2269,2022-03-11,Nairobi,Langata,House,Shared room,20401,2,38,2017-06-05,3.52,90,1,Y,Flexible,
2655,1636,2020-05-22,Nakuru,Westlands,Apartment,Entire home/apt,"KES 10,197",three,216,,3.97,5,True,N,flexible,Spacious apartment with great view!!!
2656,2291,2024-10-20,Mombasa,CBD,Loft,Hotel room,23689,30,209,2016-08-23,4.67,197,False,Yes,Flexible,"Quiet neighborhood, perfect for families"
2657,4714,2019-03-01,Nakuru,Nyali,Bungalow,Private room,18980,30,261,,4.51,364,N,Y,strict,Luxury villa with pool & gym access
2658,4308,2021-03-21,Eldoret,CBD,Bungalow,Shared room,"KES 13,871",7,210,2015-01-02,4.6,195,No,True,strict,Cozy place near city center
2659,1529,2025-06-23,Nakuru,Karen,Apartment,Private room,10736,,52,2025-01-17,4.72,295,Yes,0,flexible,"Quiet neighborhood, perfect for families"
2660,4623,2016-02-25,Nairobi,Kilimani,Condo,Entire home/apt,"KES 15,269",three,280,2016-07-15,4.67,346,Yes,0,Strict ,Cozy place near city center
2661,3068,2022-12-23,Nairobi,Kilimani,Villa,Entire home/apt,8561,2,132,2019-12-06,4.52,321,No,Yes,Strict ,"Quiet neighborhood, perfect for families"
2662,3958,2024-06-26,Nakuru,Nyali,Villa,Entire home/apt,20088$,2,263,2020-04-16,,136,No,0,moderate,Luxury villa with pool & gym access
2663,4808,2020-10-14,Nairobi,Langata,Loft,Entire home/apt,5402,7,294,2020-08-11,,266,1,Y,Strict ,
2664,3914,2024-07-18,Nairobi,Kilimani,Apartment,Entire home/apt,2852,1,110,2017-09-13,4.16,115,No,Y,super_strict_30,Spacious apartment with great view!!!
2665,1793,2016-05-25,Nakuru,Parklands,Apartment,Private room,3096,14,42,2019-03-26,4.98,42,True,1,super_strict_30,Modern loft -- newly renovated
2666,4591,2018-03-13,Kisumu,Kilimani,Condo,Entire home/apt,10267,5,237,2022-12-02,4.35,230,Yes,No,moderate,Luxury villa with pool & gym access
2667,3147,2015-12-10,Kisumu,Westlands,Villa,Entire home/apt,24864,14,246,2018-06-30,3.8,57,Yes,No,strict,Spacious apartment with great view!!!
2668,3799,2023-07-23,Mombasa,Nyali,Apartment,Shared room,"KES 2,179",30,3,2018-07-22,3.94,205,No,1,moderate,Spacious apartment with great view!!!
2669,1477,2016-10-18,Nairobi,Langata,Bungalow,Entire home/apt,21596,3,172,2024-11-26,4.54,293,True,Y,flexible,Cozy place near city center
2670,2622,2018-01-22,Nakuru,Nyali,Loft,Shared room,13520,three,192,2017-05-26,4.89,93,Y,Yes,moderate,Luxury villa with pool & gym access
2671,4369,2020-01-15,Nairobi,Kilimani,Villa,Shared room,13596$,30,2,2025-08-08,3.77,35,N,True,moderate,Luxury villa with pool & gym access
2672,1939,2025-02-25,Eldoret,Kilimani,Condo,Shared room,12885,1,277,2018-02-11,3.62,229,Y,True,Flexible,Spacious apartment with great view!!!
2673,1525,2020-10-03,Nairobi,Kilimani,Loft,Private room,10009,14,55,2024-06-02,4.82,226,False,False,super_strict_30,
2674,3381,2016-08-26,Nairobi,Milimani,House,Private room,23185,30,273,2019-12-14,4.87,182,N,Yes,flexible,Luxury villa with pool & gym access
2675,1001,2024-04-26,Kisumu,Karen,Bungalow,Hotel room,7234,5,175,2023-11-06,3.91,261,False,No,Flexible,Cozy place near city center
2676,1374,2019-11-27,Nakuru,CBD,Condo,Hotel room,17175,2,115,2016-05-07,4.07,130,False,0,flexible,Modern loft -- newly renovated
2677,3340,2016-01-11,Nairobi,Parklands,Loft,Shared room,23776,,83,2019-11-19,4.49,64,Yes,No,moderate,Affordable stay $$$
2678,3884,2025-08-12,Kisumu,Karen,Apartment,Private room,21580,seven,158,2016-12-30,3.99,185,True,1,Flexible,
2679,4052,2025-03-18,Mombasa,Nyali,House,Entire home/apt,"KES 14,193",30,285,,4.82,116,Yes,0,Flexible,Spacious apartment with great view!!!
2680,1552,2017-06-28,Kisumu,Parklands,Condo,Hotel room,20880,1,79,2020-03-24,2.3,185,0,Y,flexible,"Quiet neighborhood, perfect for families"
2681,3365,2024-02-28,Kisumu,Westlands,Apartment,Private room,"KES 8,907",three,65,2018-11-18,3.56,273,1,Yes,flexible,
2682,2525,2020-01-22,Kisumu,CBD,Bungalow,Entire home/apt,13286,3,208,2017-05-25,3.81,150,No,No,Strict ,
2683,2851,2024-12-02,Nairobi,Westlands,House,Entire home/apt,4042,5,9,2024-10-29,3.93,351,True,True,,Modern loft -- newly renovated
2684,1380,2018-12-02,Nairobi,Langata,Villa,Private room,18562,7,198,2025-07-14,3.67,150,False,True,flexible,
2685,2646,2025-06-08,Mombasa,Milimani,Apartment,Hotel room,6866,1,58,,3.6,35,1,N,Flexible,Cozy place near city center
2686,1013,2015-04-20,Eldoret,Nyali,Loft,Private room,23527,14,233,2025-06-19,4.63,325,True,N,strict,Modern loft -- newly renovated
2687,1503,2019-08-27,Eldoret,Milimani,Condo,Hotel room,8910$,,243,2015-02-13,3.75,94,N,Y,flexible,Cozy place near city center
2688,3278,2015-08-07,Eldoret,Nyali,House,Shared room,11335,14,53,,4.87,133,Yes,Y,super_strict_30,Affordable stay $$$
2689,3008,2019-06-12,Mombasa,Westlands,Apartment,Private room,"KES 15,147",2,8,2017-03-09,4.05,161,Yes,Y,Strict ,Spacious apartment with great view!!!
2690,4155,2020-08-18,Eldoret,Westlands,Villa,Private room,7041,,100,,4.51,43,Yes,Y,super_strict_30,Luxury villa with pool & gym access
2691,1129,2019-03-12,Eldoret,Westlands,Condo,Hotel room,18718,14,294,2016-01-21,,299,1,1,,Luxury villa with pool & gym access
2692,4814,2017-08-23,Kisumu,Nyali,Condo,Hotel room,11933,three,202,2025-04-09,3.84,282,N,Yes,super_strict_30,"Quiet neighborhood, perfect for families"
2693,1837,2019-05-01,Nairobi,Kilimani,Apartment,Private room,12047,14,152,2025-05-02,3.86,355,N,Yes,strict,
2694,4216,2015-12-01,Nairobi,Westlands,Villa,Entire home/apt,11360,5,109,,4.36,239,True,0,Strict ,
2695,3938,2019-03-16,Kisumu,Milimani,Bungalow,Entire home/apt,23910$,5,265,2022-04-05,4.34,51,No,N,,Cozy place near city center
2696,4928,2017-07-08,Kisumu,Langata,Bungalow,Entire home/apt,12245,seven,151,2020-05-14,4.65,280,No,Y,moderate,
2697,3040,2015-04-26,Kisumu,CBD,House,Shared room,8318,14,82,2022-10-19,4.64,73,N,Y,Flexible,"Quiet neighborhood, perfect for families"
2698,1027,2018-07-29,Nairobi,Nyali,Apartment,Shared room,15601,three,133,2018-01-28,4.51,294,False,Y,Flexible,Affordable stay $$$
2699,3113,2025-06-09,Eldoret,Parklands,House,Hotel room,6528,three,159,2025-11-21,4.17,237,No,Yes,flexible,Affordable stay $$$
2700,4234,2016-02-10,Kisumu,Milimani,Bungalow,Shared room,"KES 17,298",30,38,2015-05-05,4.84,166,No,0,Flexible,Modern loft -- newly renovated
2701,2252,2024-05-30,Mombasa,Karen,Condo,Entire home/apt,12454,3,175,2025-05-27,4.43,139,No,True,strict,Luxury villa with pool & gym access
2702,1260,2023-01-06,Kisumu,Langata,House,Private room,22587,,12,2021-10-24,4.99,138,0,Y,Flexible,"Quiet neighborhood, perfect for families"
2703,3046,2022-04-16,Nakuru,Karen,Villa,Shared room,14270,1,66,2020-07-01,4.5,234,No,Yes,strict,Luxury villa with pool & gym access
2704,2472,2018-10-05,Kisumu,CBD,Loft,Shared room,"KES 10,938",7,247,,3.57,2,0,No,moderate,Modern loft -- newly renovated
2705,2447,2023-11-16,Nairobi,Kilimani,Bungalow,Entire home/apt,19656,,40,2022-04-06,3.98,255,1,Yes,strict,"Quiet neighborhood, perfect for families"
2706,1459,2016-08-21,Kisumu,Westlands,Bungalow,Shared room,20048,,183,2024-01-21,4.36,277,0,No,moderate,Cozy place near city center
2707,4747,2016-07-17,Nakuru,Nyali,Villa,Hotel room,8611,2,34,,4.2,3,Y,No,moderate,Affordable stay $$$
2708,1300,2015-06-06,Mombasa,Milimani,House,Private room,20719,,289,2021-11-15,4.33,269,1,N,moderate,Modern loft -- newly renovated
2709,3966,2018-03-21,Eldoret,Parklands,Apartment,Entire home/apt,"KES 20,549",2,75,2016-09-19,4.68,211,Y,1,strict,Spacious apartment with great view!!!
2710,4374,2025-04-15,Kisumu,Westlands,Condo,Hotel room,7613$,30,69,2016-12-25,3.92,215,Yes,1,,Cozy place near city center
2711,3334,2024-04-21,Nakuru,Milimani,Loft,Entire home/apt,4063,3,233,2016-06-23,2.6,269,N,N,moderate,Affordable stay $$$
2712,4466,2020-04-19,Nakuru,Nyali,Apartment,Hotel room,17389,three,10,,,15,1,N,,Affordable stay $$$
2713,4081,2022-10-22,Mombasa,Karen,Apartment,Private room,9998,seven,282,2016-05-04,2.2,63,Yes,No,strict,Affordable stay $$$
2714,4778,2024-04-27,Nairobi,Westlands,Villa,Private room,9631,three,23,,,238,No,N,Strict ,Cozy place near city center
2715,1629,2016-07-22,Kisumu,CBD,House,Hotel room,4196,14,273,2015-09-13,4.36,15,0,N,moderate,Cozy place near city center
2716,1269,2023-07-06,Nakuru,Kilimani,Bungalow,Hotel room,"KES 22,571",7,26,2024-08-14,4.53,51,N,Y,strict,Modern loft -- newly renovated
2717,3639,2022-11-29,Mombasa,CBD,Bungalow,Hotel room,24897,3,53,2024-07-24,3.99,18,0,0,strict,Spacious apartment with great view!!!
2718,2993,2020-04-05,Eldoret,Kilimani,Villa,Hotel room,9204,3,54,,4.42,324,N,Y,,Cozy place near city center
2719,2628,2020-01-12,Nakuru,Langata,House,Hotel room,23455,30,232,2015-03-10,3.58,92,1,True,strict,Spacious apartment with great view!!!
2720,2801,2021-11-25,Mombasa,Milimani,Villa,Hotel room,17942,7,276,2022-07-15,3.65,260,True,No,flexible,Modern loft -- newly renovated
2721,3891,2015-01-22,Nairobi,Westlands,Bungalow,Private room,"KES 11,265",14,119,2018-07-20,4.55,297,True,N,,"Quiet neighborhood, perfect for families"
2722,1861,2025-02-27,Nairobi,Westlands,Apartment,Hotel room,19024,14,224,2016-11-24,3.1,16,Yes,Y,,
2723,4432,2015-11-21,Nakuru,Langata,Condo,Shared room,11502,seven,57,2021-07-31,4.51,110,False,N,flexible,"Quiet neighborhood, perfect for families"
2724,2280,2015-03-19,Nakuru,Kilimani,House,Private room,12890,1,254,2019-02-09,4.75,327,0,1,moderate,Modern loft -- newly renovated
2725,3180,2017-11-14,Kisumu,Karen,Loft,Entire home/apt,"KES 13,168",three,175,2025-07-19,4.78,359,True,0,Flexible,Luxury villa with pool & gym access
2726,4347,2017-06-02,Mombasa,Nyali,Loft,Private room,20446,,53,2019-09-02,3.76,93,1,True,Strict ,Spacious apartment with great view!!!
2727,2799,2024-05-13,Nakuru,CBD,Apartment,Entire home/apt,20736$,7,145,2022-07-05,4.23,9,1,1,Flexible,Luxury villa with pool & gym access
2728,2706,2016-09-04,Kisumu,Langata,Villa,Entire home/apt,17744,14,258,,4.6,211,1,0,moderate,
2729,4019,2021-02-25,Kisumu,Parklands,Villa,Shared room,8141,14,151,,4.66,236,True,Y,super_strict_30,Luxury villa with pool & gym access
2730,3560,2025-07-18,Nakuru,Parklands,Bungalow,Hotel room,2441$,1,261,2016-08-27,4.68,253,True,N,super_strict_30,Luxury villa with pool & gym access
2731,3360,2023-02-26,Nairobi,Milimani,Apartment,Hotel room,"KES 14,315",3,18,2015-12-10,3.84,15,False,1,Strict ,Cozy place near city center
